ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 3. Marketing Điện tử,3,1,"Tại thông điệp đầu cái gì không đo lường được thì không quản trị được Marketing truyền thống mắc phải lỗi gì?","Giá cả quá đắt nhưng chất liệu thì rất kém và bị nhòe nhạt","Giới hạn đo lường cụ thể có bao nhiêu khách xem tờ rơi","Lượng tương tác vô biên thu hút vô số tệp khách nhỏ tuổi","Việc đo hiệu suất quảng cáo truyền thống thì tương đối dễ",B,"Giới hạn đo lường cụ thể có bao nhiêu khách xem tờ rơi","Đáp án chính xác là B. Marketing truyền thống thiếu công cụ định lượng minh bạch: Không ai đếm được có bao nhiêu con mắt lướt qua tấm billboard ở ngã tư và không phân minh rạch ròi bao nhiêu cốc cafe bán ra tới từ sự đóng góp của cái loa phường đó."
2,Chương 3. Marketing Điện tử,3,1,"Lời thở than của John Wanamaker Một nửa số tiền tôi chi cho quảng cáo là lãng phí chỉ ra mặt yếu nào của truyền thông Billboard?","Bảng quảng cáo đứng đường gặp mưa sẽ hư ngay","Mua đèn chiếu quá tốn điện cho nhà đầu tư lớn","Không tính nổi người đi trên đường ai đang mua đơn","Rất chiếm vị trí trung tâm triển lãm mỹ thuật",C,"Không tính nổi người đi trên đường ai đang mua đơn","Đáp án chính xác là C. ""Khoản lãng phí"" ở đây là việc quảng cáo buộc phải hiện diện với tất cả mọi người (kể cả những người không bao giờ mua sản phẩm đó), khiến hãng bị ép trả tiền cho lượng người xem rác mà không cách nào dồn đạn nhắm tỉa tệp khách tinh hoa."
3,Chương 3. Marketing Điện tử,3,1,"Tư duy Data-driven Decision Making đòi nhà quản lý quyết định dựa trên điều cốt lõi gì?","Cảm quan tâm lý may rủi bấp bênh","Chờ mùa quý rồi chốt đánh giá to","Trải nghiệm tự phát mà không suy nghĩ","Nền tảng số liệu thật để chỉ đạo",D,"Nền tảng số liệu thật để chỉ đạo","Đáp án chính xác là D. Data-driven (Dẫn dắt bằng dữ liệu) loại bỏ trò bói kiều: Một chiến dịch dù giám đốc có chê ""quá trẻ trâu"", nhưng nếu biểu đồ CPA báo cáo rẻ khủng khiếp ra đơn ầm ầm thì sếp cũng phải gật đầu bái phục."
4,Chương 3. Marketing Điện tử,3,1,"Chìa khóa Cảm nhận và Phản hồi real-time tiết kiệm đáng kể bằng cách gì?","Chặn quảng cáo lúc đêm để chờ khách đến ca","Dồn tiền từ Ads chạy lỗ qua Ads ra nhiều đơn","Thêm lương trả cho ban vận hành hệ thống máy","Sửa lại độ nét nhằm khắc phục ảnh bị nhòe",B,"Dồn tiền từ Ads chạy lỗ qua Ads ra nhiều đơn","Đáp án chính xác là B. Sức mạnh tuyệt luân của Thời gian thực (Real-time) cho phép cắt cơn đau chảy máu ngân sách: Nhận ra bài Video B đốt 5 triệu chưa ra đồng nào, khóa ngay lập tức; ôm đống tiền tung cho bài A đang chốt đơn ầm ầm."
5,Chương 3. Marketing Điện tử,3,1,"Chữ C quan trọng của chuỗi vòng RACE mang hàm ý quyết định là:","Chỉ số Phí tổn hao (Cost metric)","Khoảng cách Tiếp cận (Reach)","Tỷ lệ Gắn kết khăng khít (Engage)","Kết quả Chuyển đổi đặt mua (Convert)",D,"Kết quả Chuyển đổi đặt mua (Convert)","Đáp án chính xác là D. RACE chia hành trình làm 4 cung bậc: R (Reach - Tiếp cận), A (Act - Hành động dừng đọc), C (Convert - Chuyển đổi móc túi chốt mua), và E (Engage - Cưu mang nuôi dưỡng tệp cũ). Bước C quyết định doanh thu cuối cùng."
6,Chương 3. Marketing Điện tử,3,1,"Mô hình ma trận VQVC phục vụ cho việc gì trong kiểm soát số liệu?","Đo độ uy tín website của chính quyền","Lập trình mã khóa thẻ siêu bảo mật","Phơi bày sức khỏe sâu của các chiến dịch","Nhận định chất lượng video quay nhanh",C,"Phơi bày sức khỏe sâu của các chiến dịch","Đáp án chính xác là C. Ma trận VQVC (Khối lượng - Chất lượng - Giá trị - Chi phí) chống loạn thần cho nhà quản trị: Không thể mù quáng vui vì Video Viral triệu view (Volume cao), nhưng CPA ra đơn lại giá trên trời rớt vực (Cost quá cao)."
7,Chương 3. Marketing Điện tử,3,1,"Phép chia Lượt click cho Lượt hiện thị được tính bằng CTR thì chỉ số này đại diện cho cái gì?","Tổng lượng share bài không qua chạy","Độ hấp dẫn lôi cuốn ở banner bài viết","Con số trả hàng của một ca làm chiều","Giới hạn doanh thu trung bình tháng",B,"Độ hấp dẫn lôi cuốn ở banner bài viết","Đáp án chính xác là B. Click-Through Rate (CTR) đại diện tỷ lệ khách bấm vào xem. CTR trả lời câu: ""Content quảng cáo này có đủ khiêu gợi, đúng mồi khiến khách ngưng cuộn điện thoại để tò mò rẽ dòng đọc tiếp không?""."
8,Chương 3. Marketing Điện tử,3,1,"Impressions theo dõi số lượt xuất hiện còn Reach dùng quản lý con số gì?","Số tiền đi vay chi để làm nội dung web","Số thiết bị cài app ngăn chặn phần mềm","Khách không thanh toán theo kiểu chuyển khoản","Lượng người duy nhất có xem bài quảng cáo",D,"Lượng người duy nhất có xem bài quảng cáo","Đáp án chính xác là D. Quảng cáo vã 100 cái (100 Impression Hiển thị) nhưng xui xẻo chỉ đập lặp đi lặp lại vào mặt đúng mỗi 1 người (1 Reach Tiếp cận). Đo đếm Reach vạch mặt sự lãng mạn hoang phí trùng lặp trên diện hẹp."
9,Chương 3. Marketing Điện tử,3,1,"Chỉ số thoát ngay lập tức Bounce rate đặc biệt cao tiết lộ vấn đề nào ở web?","Nhu cầu khách xem khá lâu ở mục chính","Web tải rất chậm và có phần lạc đề tài","Giá bảo lưu thiết bị khá rẻ cho việc chi","Sản phẩm miêu tả đẹp nên thu nhỏ màn",B,"Web tải rất chậm và có phần lạc đề tài","Đáp án chính xác là B. Tỷ lệ thoát (Bounce Rate) mà cao chót vót (ví dụ 85%) là hồi chuông báo động: Khách xông vào thấy ảnh gãy nát, nút loading quay mòng mọc cả buổi hoặc treo đầu dê bán thịt chó - rồi chuồn thẳng không lời từ biệt."
10,Chương 3. Marketing Điện tử,3,1,"Góc nhìn qua lăng kính LTV (Vòng đời mang lợi) khuyến khích các hãng điều hướng gì mạnh dạn?","Dám lỗ vốn ngay lúc mua khách ban đầu để hưởng lãi khổng lồ ở thời gian kéo dài","Sẵn sàng trả thêm lãi rất đậm để cắt đứt việc nợ lương nhiều tháng nhân viên kho","Tìm cớ tăng tiền giao dịch để giảm bù trừ việc nâng cấp thiết bị mạng ở trung tâm","Loại bỏ những giỏ hàng nằm chơi nhằm lấy bớt chi phí xử lý trên hệ thống chủ chốt",A,"Dám lỗ vốn ngay lúc mua khách ban đầu để hưởng lãi khổng lồ ở thời gian kéo dài","Đáp án chính xác là A. Bứt não ngắn hạn CPA: Chấp nhận hụt túi 200k/đơn vé xem phim đầu (CPA > Giá vốn), nhưng thu lại LTV triệu rưỡi vì khách đó sẽ mua kẹo, đưa 5 bạn theo và cài App gắn bó mua hàng hàng tháng trong nhiều năm."
