ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Module 4. An toàn,4,1,Vì sao mạng lưới Internet nguyên thủy lại dễ bị tấn công mạng?,Do được thiết kế mở để chia sẻ thông tin,Do các giao thức truyền tải quá phức tạp,Do thiếu kinh phí đầu tư bảo vệ mạng lưới,Do máy tính thời kỳ đầu có tốc độ rất chậm,A,Do được thiết kế mở để chia sẻ thông tin,Đáp án chính xác là: Do được thiết kế mở để chia sẻ thông tin. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
2,Module 4. An toàn,4,1,Đâu là bản chất của Thương mại điện tử khi so sánh với Internet?,Yêu cầu chia sẻ dữ liệu tự do và công khai,Ưu tiên tốc độ kết nối hơn an toàn hệ thống,Tránh sử dụng các hệ thống thanh toán trực tuyến,Đòi hỏi bảo vệ tuyệt đối dòng tiền và dữ liệu,D,Đòi hỏi bảo vệ tuyệt đối dòng tiền và dữ liệu,Đáp án chính xác là: Đòi hỏi bảo vệ tuyệt đối dòng tiền và dữ liệu. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
3,Module 4. An toàn,4,1,Kẻ thù chính của an ninh Thương mại điện tử hiện đại được mô tả là ai?,Thanh niên mặc áo hoodie hoạt động đơn lẻ,Sinh viên công nghệ tò mò muốn phá hoại,Các tập đoàn tội phạm xuyên quốc gia,Nhân viên bất mãn trong chính bộ phận IT,C,Các tập đoàn tội phạm xuyên quốc gia,Đáp án chính xác là: Các tập đoàn tội phạm xuyên quốc gia. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
4,Module 4. An toàn,4,1,"Trong cấu trúc thế giới ngầm, ""Devs"" đảm nhận vai trò gì?",Phân phát dữ liệu ăn cắp cho nhiều người ,Môi giới mua bán các dữ liệu bị đánh cắp,Rửa tiền để hợp thức hóa nguồn thu bẩn,Viết ra các loại phần mềm mã độc tinh vi,D,Viết ra các loại phần mềm mã độc tinh vi,Đáp án chính xác là: Viết ra các loại phần mềm mã độc tinh vi. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
5,Module 4. An toàn,4,1,"""Brokers"" trong hệ sinh thái thế giới ngầm có nhiệm vụ nào?",Môi giới rao bán các dữ liệu đi đánh cắp được,Trực tiếp cài đặt virus vào máy chủ mục tiêu,Rút tiền từ thẻ tín dụng của các khách hàng,Tạo ra những phần mềm tống tiền Ransomware,A,Môi giới rao bán các dữ liệu đi đánh cắp được,Đáp án chính xác là: Môi giới rao bán các dữ liệu đi đánh cắp được. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
6,Module 4. An toàn,4,1,Cybercrime-as-a-Service được hiểu là hình thức hoạt động nào?,Tội phạm đánh cắp dịch vụ đám mây miễn phí,Cung cấp dịch vụ bảo mật cho những kẻ lừa đảo,Tội phạm bán hoặc cho thuê mã độc như dịch vụ,Bán thẻ tín dụng giả mạo qua dịch vụ email,C,Tội phạm bán hoặc cho thuê mã độc như dịch vụ,Đáp án chính xác là: Tội phạm bán hoặc cho thuê mã độc như dịch vụ. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
7,Module 4. An toàn,4,1,"Tội phạm mạng coi thông tin khách hàng (họ tên, thẻ tín dụng) của doanh nghiệp TMĐT là gì?",Công cụ để tấn công từ chối dịch vụ ,Sản phẩm không có giá trị để bán buôn,Nguyên liệu thô cho chuỗi cung ứng ngầm,Chướng ngại vật cần phải bị loại bỏ,C,Nguyên liệu thô cho chuỗi cung ứng ngầm,Đáp án chính xác là: Nguyên liệu thô cho chuỗi cung ứng ngầm. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
8,Module 4. An toàn,4,1,"""Ma trận Đe dọa"" phân loại vũ khí tấn công thành 2 nhóm chính nào?",Tấn công phần cứng và Tấn công vào phần mềm,Mối đe dọa kỹ thuật và Mối đe dọa phi kỹ thuật,Mã độc tống tiền và Tấn công từ chối dịch vụ,Đánh cắp thông tin và Tấn công nguồn điện,B,Mối đe dọa kỹ thuật và Mối đe dọa phi kỹ thuật,Đáp án chính xác là: Mối đe dọa kỹ thuật và Mối đe dọa phi kỹ thuật. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
9,Module 4. An toàn,4,1,Đặc điểm cốt lõi của ""Mối đe dọa Kỹ thuật"" là gì?,Tấn công vào lỗ hổng phần mềm hoặc hạ tầng mạng,Khai thác trực tiếp tâm lý và thói quen con người,Khuyến khích người dùng tự cung cấp mật khẩu,Phát tán tin giả mạo để làm giảm uy tín công ty,A,Tấn công vào lỗ hổng phần mềm hoặc hạ tầng mạng,Đáp án chính xác là: Tấn công vào lỗ hổng phần mềm hoặc hạ tầng mạng. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
10,Module 4. An toàn,4,1,Ransomware (Mã độc tống tiền) hoạt động theo cơ chế tàn nhẫn nào?,Mã hóa toàn bộ dữ liệu và đòi tiền chuộc,Đánh sập băng thông mạng trang web TMĐT,Mạo danh email của giám đốc để lừa đảo,Gửi hàng loạt yêu cầu truy cập cùng lúc,A,Mã hóa toàn bộ dữ liệu và đòi tiền chuộc,Đáp án chính xác là: Mã hóa toàn bộ dữ liệu và đòi tiền chuộc. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
