ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 3. Marketing Điện tử,3,1,"Tương quan chi phí giữa tìm kiếm khách mới và duy trì khách cũ là gi?","Đầu tư vào khách mới rẻ y hệt","Tìm kiếm khách hàng mới đắt gấp năm","Tập trung giữ khách sẽ hao tốn hơn","Tìm khách thu lời hơn là đi tìm",B,"Tìm kiếm khách hàng mới đắt gấp năm","Đáp án chính xác là B. Chi phí để thu hút một người lạ chưa từng biết đến thương hiệu mua hàng (qua quảng cáo, khuyến mại) tốn gấp từ 5 đến 7 lần chi phí để giữ chân và khiến một khách hàng cũ tiếp tục mua lại."
2,Chương 3. Marketing Điện tử,3,1,"Email tuyệt sắc vượt trội so với bản in email rác bởi 2 yếu tố nào?","Sự miễn cưỡng tham gia và ít hình ảnh động","Được ẩn logo quảng cáo đi nhanh gọn lẹ nhất","Khách đã xin phép (Opt-in) và gọi đúng tên","Độ ngắn gọn tối ưu từ trên xuống dưới cùng",C,"Khách đã xin phép (Opt-in) và gọi đúng tên","Đáp án chính xác là C. Email rác (Spam) là gửi hàng loạt vô tội vạ đến người không quen biết. Email Marketing chân chính luôn xây dựng trên triết lý Cấp quyền (Permission/Opt-in) và tính Cá nhân hóa cực sâu gọi bằng tên riêng."
3,Chương 3. Marketing Điện tử,3,1,"Khi làm Permission Marketing điều kiện doanh nghiệp đưa form đồng ý nhận tin cho khách gọi là thiết lập nào?","Hoạt động Opt-out trừ","Tính năng Double Check","Dừng hiển thị Pop-up","Khách hàng Opt-in duyệt",D,"Khách hàng Opt-in duyệt","Đáp án chính xác là D. Opt-in là cái gật đầu hợp pháp hóa mọi thứ: ""Vâng, xin hãy gửi thông báo ưu đãi mỹ phẩm vào hòm thư điện tử này cho tôi mỗi tuần"". Nó là minh chứng của quyền tự do thiết bị ở kỷ nguyên số."
4,Chương 3. Marketing Điện tử,3,1,"Chức năng Opt-out (Hủy theo dõi) bắt buộc hiển thị nhằm giới hạn rủi ro cực nguy nào?","Email gửi của công ty bị Google phạt thẻ đen cấm vĩnh viễn","Khách yêu cầu nhà mang đền tiền vì bị sập hệ thống bảo mật","Nền tảng chạy quảng cáo từ chối toàn bộ khoản cọc hoàn trả","Tốn tiền trả dung lượng đĩa ảo cực cao cho công ty mẹ máy chủ",A,"Email gửi của công ty bị Google phạt thẻ đen cấm vĩnh viễn","Đáp án chính xác là A. Giấu nút ""Từ chối nhận thư / Unsubscribe"" không những vi phạm pháp luật mà còn đẩy tên miền (domain) của doanh nghiệp vào danh sách đen (Blacklist). Khi đó, mọi email gửi đi sẽ phi thẳng vào thùng mục rác tự động."
5,Chương 3. Marketing Điện tử,3,1,"Danh từ House List trong Email Marketing mang lớp ý nghĩa cốt lõi nào?","Thư mục lưu email khách hay khiếu nại","Danh sách thư rác bị đánh dấu loại","Tập hợp khách hàng lâu năm ngon nhất","Danh sách mua thô từ những hãng khác",C,"Tập hợp khách hàng lâu năm ngon nhất","Đáp án chính xác là C. Thay vì đi mua các tệp vô danh lôm côm từ trên mạng, ""House List"" là gia tài vô giá do doanh nghiệp tự cất công đoạt được qua thời gian (từ khách đã mua); độ tương tác mở thư luôn giữ đỉnh vinh quang."
6,Chương 3. Marketing Điện tử,3,1,"Để nâng cao rõ rệt tỷ lệ Open Rate (Mở xem), bí quyết tiêu đề nào được khuyến nghị?","Gửi lại y xì đúc vài lần trong một ngày","Nêu giới hạn hạn chót và tên thân mật khách","Giấu luôn tên chương trình vì nghi ngại cạnh","Cài xen kẽ biểu tượng khóc nhè và khẩn cấp",B,"Nêu giới hạn hạn chót và tên thân mật khách","Đáp án chính xác là B. Dòng chủ đề là 3 giây sống còn; ""Thắng ơi! Chỉ còn 2 giờ duy nhất giảm 50% balo phượt"" - tính khan hiếm thời hạn (Urgency) pha với tên gọi tự nhiên là lưỡi câu đâm xuyên sự lười biếng phớt lờ."
7,Chương 3. Marketing Điện tử,3,1,"Chỉ số Click Through Rate (Tỷ lệ CTR) phản ánh hành trình nào của phễu Marketing thư tín?","Tỷ lệ khách hàng khiếu nại chất lượng hàng lỗi","Tỷ lệ bấm đường dẫn đến xem chi tiết","Tỷ lệ bị đưa vào hộp thư rác bảo vệ quyền cá nhân","Tỷ lệ không mở thư do nhầm sang thư tiếp thị ngầm",B,"Tỷ lệ bấm đường dẫn đến xem chi tiết","Đáp án chính xác là B. Khách mới chỉ mở thư mới là thành công 50%. Chỉ số CTR đo đếm tỷ lệ phần trăm số người nhấp vào liên kết (nút Mua ngay / Xem thêm chi tiết) để di cư khỏi email chạy thẳng vào trạm thanh toán."
8,Chương 3. Marketing Điện tử,3,1,"Hiện tượng ZMOT diễn ra qua di động ngay tại cửa hàng siêu thị nói lên một uy lực gì của công cụ di động?","Điện thoại gây nhiễu và rất dễ hao pin ở quầy","Lượng người mua qua app đang ít đi khá rõ rệt","Khách dùng mạng kiểm tra độ uy tín đến phút chót","Giao dịch mạng bị gián đoạn do nhiễu loạn sóng",C,"Khách dùng mạng kiểm tra độ uy tín đến phút chót","Đáp án chính xác là C. Điện thoại thông minh mang tính kết nối mọi lúc mọi nơi (Ubiquity). Khách đang đứng sờ Tivi tại cửa hàng ngoài đời nhưng tay vẫn nhấn mạng check giá - Đó là đòn đánh bẻ khóa mọi rào cản thời gian không gian."
9,Chương 3. Marketing Điện tử,3,1,"Doanh nghiệp nên đẩy Push Notification thay nhắn SMS vì lợi điểm chiến lược nào?","Bảo mật tốt hơn rất nhiều so với SMS","SMS hay bị nghẽn mạng do lượng tải lớn","Chẳng tốn phí và bật tung ứng dụng thật tiện","SMS không chứa được bất cứ dấu câu hay link",C,"Chẳng tốn phí và bật tung ứng dụng thật tiện","Đáp án chính xác là C. Gửi phát 1 Triệu SMS gây lõm túi cực sâu; nhưng Push Notification trên điện thoại có App là kênh thông báo Free 100%. Thông điệp kéo vuốt đẩy người dùng lọt thỏm ngay vào App để cào thẻ mã mà không lách rách."
10,Chương 3. Marketing Điện tử,3,1,"Quảng cáo dựa trên khu vực LBS (Location-Based) thường cần module điện thoại nào để lấy tín hiệu khoanh vùng?","Xử lý hình ảnh camera góc rộng","Tính năng chia sẻ WiFi tầm ngắn","Hệ thống định vị GPS trên điện thoại","Hệ mã hóa riêng tư từ ngân hàng",C,"Hệ thống định vị GPS trên điện thoại","Đáp án chính xác là C. Hệ thống LBS (Location-Based Services) vận hành nhờ bộ khung định vị vị trí chuẩn xác GPS; nó giúp hãng giăng lưới ảo (Geo-fencing) quét xem khách có ngang qua siêu phường để ném mã giảm giá trúng tọa độ."
