ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
31,Module 4. An toàn,4,2,Khi một hệ thống TMĐT bị tin tặc đánh sập thì hậu quả tài chính trực tiếp là gì?,Phải xây dựng lại toàn bộ trụ sở của công ty,Bị mất doanh thu ngay trong giờ vàng mua sắm,Trang web khách hàng không nạp tải Internet,Phải nộp thuế thu nhập doanh nghiệp gấp đôi,B,Bị mất doanh thu ngay trong giờ vàng mua sắm,Đáp án chính xác là: Bị mất doanh thu ngay trong giờ vàng mua sắm. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
32,Module 4. An toàn,4,2,Theo bài học, án phạt khổng lồ 20 triệu Bảng Anh của hãng hàng không British Airways liên quan đến rủi ro nào?,Rủi ro về mặt vận hành,Rủi ro về mặt danh tiếng,Rủi ro về mặt pháp lý,Rủi ro về mặt nhân sự,C,Rủi ro về mặt pháp lý,Đáp án chính xác là: Rủi ro về mặt pháp lý. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
33,Module 4. An toàn,4,2,"Sự cố rò rỉ dữ liệu khiến chuỗi cung ứng bị gián đoạn, kho hàng đóng gói đơn hàng bị tê liệt thuộc loại rủi ro nào?",Rủi ro về mặt pháp lý,Rủi ro về mặt tài chính,Rủi ro về mặt vận hành,Rủi ro về mặt danh tiếng,C,Rủi ro về mặt vận hành,Đáp án chính xác là: Rủi ro về mặt vận hành. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
34,Module 4. An toàn,4,2,Trong Case Study bài học, nền tảng bán lẻ bị lộ 5 triệu dữ liệu công khai trên mạng nào?,Các hội nhóm Zalo nội bộ của doanh nghiệp,Chợ đen Dark Web phục vụ cho việc phi pháp,Các diễn đàn Facebook công khai của mọi người,Trang web thương mại điện tử chuyên giới thiệu,B,Chợ đen Dark Web phục vụ cho việc phi pháp,Đáp án chính xác là: Chợ đen Dark Web phục vụ cho việc phi pháp. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
35,Module 4. An toàn,4,2,Theo Case Study, hệ lụy tài chính đáng sợ nhất chỉ trong 24 giờ đầu tiên bị rò rỉ lộ tin tức là gì?,Bốc hơi 1.2 tỷ đồng vốn hóa trên thị trường,Mất 5 triệu khách hàng thân thiết hàng đầu,Phải đền bù toàn bộ tiền mặt lớn cho đối tác,Tổn thất tất cả hàng hóa bị lưu giữ trong kho,A,Bốc hơi 1.2 tỷ đồng vốn hóa trên thị trường,Đáp án chính xác là: Bốc hơi 1.2 tỷ đồng vốn hóa trên thị trường. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
36,Module 4. An toàn,4,2,Tại sao doanh nghiệp trong Case Study phải mất tới 6 tháng ròng rã mới phục hồi được tình trạng như trước?,Vì quá trình viết sửa lại mã nguồn rất phức tạp,Vì máy chủ cần thời gian dài để tháo ráp nâng cấp,Vì việc khôi phục "Niềm tin" khách hàng rất khó,Vì chính phủ cấm hoạt động trong suốt thời gian 6 tháng,C,Vì việc khôi phục "Niềm tin" khách hàng rất khó,Đáp án chính xác là: Vì việc khôi phục "Niềm tin" khách hàng rất khó. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
37,Module 4. An toàn,4,2,Định lý "Kim tự tháp lộn ngược" trong bối cảnh phân tích an ninh mạng mô tả điều gì nổi bật?,Từ một lỗ hổng rất nhỏ tạo ra khủng hoảng lớn,Sự sụp đổ của các doanh nghiệp công nghệ kém,Đầu tư bảo mật rất lớn nhưng phần hiệu quả nhỏ,Khách hàng ít quan tâm nhưng thiệt hại lại lớn,A,Từ một lỗ hổng rất nhỏ tạo ra khủng hoảng lớn,Đáp án chính xác là: Từ một lỗ hổng rất nhỏ tạo ra khủng hoảng lớn. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
38,Module 4. An toàn,4,2,Thông điệp quản trị quan trọng nhất rút ra từ việc giải quyết rủi ro an ninh đối với doanh nghiệp là gì?,Luôn dồn 100% tài chính cho phòng IT để tự sửa chữa,Đây là bài toán sống còn quản trị của ban giám đốc,Ngừng tất cả quy trình bán hàng trực tuyến mọi lúc,Chỉ đưa ra phương án khi chính phủ vào cuộc điều tra,B,Đây là bài toán sống còn quản trị của ban giám đốc,Đáp án chính xác là: Đây là bài toán sống còn quản trị của ban giám đốc. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
39,Module 4. An toàn,4,2,Nền tảng phòng thủ mạng IA (Information Assurance) bao gồm 3 yếu tố trụ cột cốt lõi nào?,Phần cứng thiết bị, Phần mềm và Mạng lưới kết nối,Khách hàng thanh toán, Doanh nghiệp và Đối thủ,Con người vận hành, Quy trình và Công nghệ bảo vệ,Thuật toán mã hóa, Tường lửa và Máy chủ dự phòng,C,Con người vận hành, Quy trình và Công nghệ bảo vệ,Đáp án chính xác là: Con người vận hành, Quy trình và Công nghệ bảo vệ. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
40,Module 4. An toàn,4,2,Trong mô hình Đảm bảo Thông tin (IA), yếu tố nào được xem là khó kiểm soát và dễ bị vỡ "hack" nhất?,Công nghệ về phần cứng,Quy trình đang vận hành,Con người thuộc nhân sự,Hạ tầng mạng lưới server,C,Con người thuộc nhân sự,Đáp án chính xác là: Con người thuộc nhân sự. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
