ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 3. Marketing Điện tử,3,1,"Ý nghĩa của câu nói Website không có công cụ dẫn đường giống như cửa hàng giữa sa mạc là gì?","Trải nghiệm lướt web vô cùng khô khan và chán ngắt như hè","Làm web rất đẹp nhưng thiếu quảng bá thì không ai tới xem","Chỉ có những thương hiệu lớn mới được hiển thị trang tìm","Nên từ bỏ thiết kế web để chạy thẳng vào các hội chợ phiên",B,"Làm web rất đẹp nhưng thiếu quảng bá thì không ai tới xem","Đáp án chính xác là B. Trang web đẹp trị giá hàng chục triệu đồng không tự sinh ra doanh thu; nếu không chạy công cụ kéo lượt truy cập mạng (Search Engine, Ads), nó chỉ là một căn tiệm vắng ngắt giữa ốc đảo."
2,Chương 3. Marketing Điện tử,3,1,"Inbound Marketing (Tiếp thị Kéo) được sinh ra với mục tiêu cốt lõi gì?","Ép người dùng mở xem những banner nháy chớp chớp đều mỗi ngày","Hướng dẫn người dùng mua qua gọi điện chèo kéo thường xuyên liên","Dùng giá trị hữu ích trong bài viết lôi kéo khách đến thương hiệu","Đẩy thông tin liên tục trên các khung giờ phim kịch cao điểm nhất",C,"Dùng giá trị hữu ích trong bài viết lôi kéo khách đến thương hiệu","Đáp án chính xác là C. Không dồn ép bán hàng; Marketing Kéo lấy tài liệu, video học thuật thủ thuật (content hữu ích) làm thỏi nam châm khổng lồ cuốn trôi người truy cập vào phễu quy đổi tự nguyện của nhãn hàng."
3,Chương 3. Marketing Điện tử,3,1,"Marketing qua công cụ tìm kiếm (SEM) bao gồm hai loại hình nào?","Inbound và Outbound Marketing","Tiếp thị liên kết và gửi email","Tối ưu hóa (SEO) và Trả tiền click (PPC)","Sử dụng ảnh chế và video ngắn xu",C,"Tối ưu hóa (SEO) và Trả tiền click (PPC)","Đáp án chính xác là C. SEM (Search Engine Marketing) bao trùm toàn bộ hoạt động nắm lấy cửa ngõ mạng: gồm thủ thuật cày chay tự nhiên SEO (Search Engine Optimization) và bơm tiền mua vị trí PPC (Pay-Per-Click)."
4,Chương 3. Marketing Điện tử,3,1,"Tầm quan trọng của SEO hay Google Ads là đánh trúng tâm lý nào của khách hàng?","Ngay khi khách hàng rất cần tìm sự giải trí và thư giãn nhẹ","Trúng lúc khách hàng đã sẵn sàng tiền và phát sinh ý định mua","Khi khách hàng hoàn toàn mờ mịt chưa nghe đến tên thương hiệu","Lúc khách hàng rảnh rỗi xem tivi ban đêm nhưng không làm gì",B,"Trúng lúc khách hàng đã sẵn sàng tiền và phát sinh ý định mua","Đáp án chính xác là B. Khác hoàn toàn xem vô thức; một người gõ lệnh bài tìm kiếm Google sửa đường ống nước, nghĩa là nhu cầu cấp bách đã lên đỉnh điểm để chốt hạ đơn thanh toán."
5,Chương 3. Marketing Điện tử,3,1,"Kết quả quảng cáo trả tiền (PPC) thường được đánh dấu trên trình duyệt bằng chữ gì?","Nhãn mác Được tài trợ nhỏ","Hiển thị Điểm đánh giá cao","Danh mục Các ý kiến khen","Phân loại Đã mua bảo hiểm",A,"Nhãn mác Được tài trợ nhỏ","Đáp án chính xác là A. Dù hãng có thiết kế giỏi tới đâu, Google và các nền tảng sẽ dán mác chữ đậm ""Sponsor"" / ""Được tài trợ"" để sòng phẳng báo cho khách hàng: Đây là kết quả bỏ tiền chạy chứ không tự lên tự nhiên."
6,Chương 3. Marketing Điện tử,3,1,"Ba yếu tố quan trọng ảnh hưởng đến thứ hạng SEO tự nhiên của website là:","Số lượt bình chọn và đăng ký theo hệ","Hệ từ khóa, nội dung hữu ích, liên kết","Giá tiền quảng cáo và vận hành hosting","Tính nổi bật của bảng màu trên trang",B,"Hệ từ khóa, nội dung hữu ích, liên kết","Đáp án chính xác là B. Thuật toán Google đo lường SEO dựa trên 3 trụ lớn nhất: Mật độ đan xen hợp lý từ khóa (Keywords), chiều sâu kiến thức hữu ích (Content), và sức mạnh ma trận dẫn link (Link Building)."
7,Chương 3. Marketing Điện tử,3,1,"Liên kết chỉ vào web (Inbound Links) trong lý thuyết SEO được ví von như là khái niệm nào?","Phiếu bầu đáng giá từ các website uy tín khác tin tưởng","Mũi tên chỉ đường của bộ bản đồ điện tử hàng đầu chỉ tới","Hệ thống điểm báo của thiết bị vệ tinh đang quay trên quỹ","Dòng mã nguồn đóng mở tự động khóa chặn link giả mạo web",A,"Phiếu bầu đáng giá từ các website uy tín khác tin tưởng","Đáp án chính xác là A. Cứ một trang cực kỳ xịn (Như Báo Dân Trí) gắn link chạy về web bán hàng của bạn; Google sẽ hiểu báo lớn đang châm ngòi phiếu bầu vinh danh, từ đó đẩy vọt x2 thứ hạng vinh quang lên trên tháp."
8,Chương 3. Marketing Điện tử,3,1,"Trong quảng cáo Ads, yếu tố nào quyết định vị trí bài viết bên cạnh mức giá đấu thầu?","Lượt tải về hoàn chỉnh video trên app lưu trữ","Quá trình duyệt cấp phép từ cơ quan kinh doanh","Chỉ số Điểm chất lượng tối ưu của trải nghiệm","Số thập kỷ công ty tham gia sản xuất hàng hóa",C,"Chỉ số Điểm chất lượng tối ưu của trải nghiệm","Đáp án chính xác là C. Nền tảng không bao giờ bán rẻ người dùng - Dù bạn đấu thầu nhiều tiền nhưng nội dung lừa bịp hoặc load dởm, Điểm chất lượng (Quality Score) sụp đổ thì quảng cáo PPC của bạn cũng chìm vô dụng vào cát bụi."
9,Chương 3. Marketing Điện tử,3,1,"Doanh nghiệp chuyên B2B và tuyển dụng nên ưu tiên loại nền tảng mạng xã hội nào?","Ứng dụng Instagram","Bảng tin Pinterest","Mạng lưới LinkedIn","Các video ngắn TikTok",C,"Mạng lưới LinkedIn","Đáp án chính xác là C. Bản đồ MXH định vị LinkedIn là sào huyệt quy tụ những hồ sơ nhân sư chuyên nghiệp, sếp lớn, cấp quản lý (Business Professionals) - miếng bánh đặc thù B2B lớn nhất."
10,Chương 3. Marketing Điện tử,3,1,"Câu chuyện Khuyên nên tránh đưa máy xúc công nghiệp lên nhảy ở TikTok cho thấy bài học nào?","Hãy tập trung chạy quảng cáo báo giấy","Tránh lãng phí vì sai nền tảng tiếp cận","Không cần lập kênh truyền thông nữa","TikTok cấm giao dịch máy móc công nghiệp",B,"Tránh lãng phí vì sai nền tảng tiếp cận","Đáp án chính xác là B. Nền tảng sinh ra để múa hát phục vụ Gen Z rảnh rỗi không đem lại chốt đơn cho hãng lắp cần cẩu chục tỷ; chọn sai ""sân chơi nền tảng"" là thiêu đốt sinh mệnh ròng rã ngân sách Marketing."
