ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 3. Marketing Điện tử,3,1,"Câu Trên Internet mọi cú click chuột đều để lại dấu vết mang ý nghĩa cốt lõi gì cho Marketing?","Thông cá nhân dễ bị bên khác mã hóa","Ai nắm được nguồn dữ liệu người đó làm chủ thị trường","Rủi ro khi thanh toán qua thẻ tín dụng sẽ tăng cao độ","Khách hàng không thể giấu khoản dư nợ nào khác",B,"Ai nắm được nguồn dữ liệu người đó làm chủ thị trường","Đáp án chính xác là B. Dữ liệu số (Digital Footprint) ghi lại toàn bộ lịch sử lướt web, mua sắm, sở thích; doanh nghiệp phân tích được luồng dữ liệu này sẽ nắm trọn tâm lý và nhu cầu dự báo trước của đám đông."
2,Chương 3. Marketing Điện tử,3,1,"Ưu điểm nổi bật của Nghiên cứu thị trường điện tử so với truyền thống là:","Cần chuyên gia điền phiếu đảm bảo chất lượng cực tốt","Giao lưu trực tiếp kết nối người dùng rất thân thiết","Thu thập nhanh tối ưu chi phí và xử lý nguồn mẫu lớn","Chỉ nhắm vào sinh viên trường lớn phân loại rất dễ",C,"Thu thập nhanh tối ưu chi phí và xử lý nguồn mẫu lớn","Đáp án chính xác là C. Thay vì đội nắng mưa phát giấy rườm rà, biểu mẫu online Google Form gửi đi trong 1 bài đăng có thể lấy về hàng vạn mẫu trả lời ngay lập tức, tiết kiệm tài nguyên tuyệt đối."
3,Chương 3. Marketing Điện tử,3,1,"Nhóm tập trung trực tuyến và khảo sát online thuộc về phương pháp nào?","Thu thập theo cách loại trừ ngẫu nhiên","Thu thập dữ liệu theo phương pháp chủ động","Phương pháp trích xuất dữ liệu thụ động","Trích xuất lịch sử tìm kiếm tự động",B,"Thu thập dữ liệu theo phương pháp chủ động","Đáp án chính xác là B. Bất cứ khi nào doanh nghiệp chủ động tung câu hỏi, ép đối tượng suy nghĩ trả lời (như bảng hỏi hay phỏng vấn online qua zoom), đó được phân loại là Thu thập Chủ động (Active Marketing Research)."
4,Chương 3. Marketing Điện tử,3,1,"Lắng nghe mạng xã hội (Social Media Research) khác với Khảo sát biểu mẫu như thế nào?","Khảo sát mất phí cao còn Lắng nghe không tốn phí","Bạn quan sát người dùng thảo luận nhiên trong cộng đồng lạ","Lắng nghe cần gặp trực tiếp còn Khảo sát gửi email","Khảo sát thu thập hành vi ngầm còn Lắng nghe xin ý kiến",B,"Bạn quan sát người dùng thảo luận nhiên trong cộng đồng lạ","Đáp án chính xác là B. Khảo sát thường khiến người dùng ""cảnh giác"" và bóp méo câu trả lời; Lắng nghe MXH (Social Listening) lượm nhặt ý kiến thầm kín và chân thực nhất khi cộng đồng mạng tự do than phiền với nhau."
5,Chương 3. Marketing Điện tử,3,1,"Xiaomi từng áp dụng chiến lược nào để phát triển sản phẩm rất thành công?","Giấu kín tuyệt mật mẫu thiết kế dự án","Chạy Ads với quy mô ngân sách rất khủng","Gửi bản vẽ cho khách điền ý kiến qua mail","Cùng khách hàng thảo luận phát triển",D,"Cùng khách hàng thảo luận phát triển","Đáp án chính xác là D. Diễn đàn miUI của Xiaomi là biểu tượng của Co-creation (đồng sáng tạo); hãng thảo luận thiết kế cùng cộng đồng Fan (Mi-fan), đưa R&D và nhu cầu thị trường lại gần nhau."
6,Chương 3. Marketing Điện tử,3,1,"Mục đích cốt lõi của việc thu thập dữ liệu Thụ động (Passive) là gì?","Yêu cầu khách trả lời ngẫu nhiên liên tục","Lặng lẽ quan sát để tránh hiện tượng báo sai lệch","Xóa sổ các thao tác bất hợp lý trên máy chủ trang","Giúp khách giảm phiền toái khi điền quá chậm vòng",B,"Lặng lẽ quan sát để tránh hiện tượng báo sai lệch","Đáp án chính xác là B. Con người thường có khuynh hướng nói dối khi biết mình bị theo dõi; phương pháp thụ động gỡ bỏ màng lọc ấy (như đo lường lượt bấm nhấp chuột) để bức tranh sự thật được ghi bản đồ rõ nét nhất."
7,Chương 3. Marketing Điện tử,3,1,"Hiện tượng khách điền thông tin sai sự thật trong khảo sát được gọi là gì?","Sai lệch thuật toán mẫu nhỏ xíu","Sự cố hệ thống ghi nhận trang web","Sai lệch dữ liệu vì người trả lời ảo","Khảo sát lỗi do nhiễu loạn báo cáo",C,"Sai lệch dữ liệu vì người trả lời ảo","Đáp án chính xác là C. Trả lời ngẫu nhiên cho xong để lấy quà tặng thẻ cào, giấu nhẹm tuổi tác và mức thu nhập... tạo ra những ""Respondent bias"" cực lớn phá hỏng toàn bộ công trình phân tích số liệu."
8,Chương 3. Marketing Điện tử,3,1,"Tệp văn bản nhỏ giúp website nhận diện khách ở lần truy cập kế tiếp là khái niệm của:","Công nghệ định vị đám mây","Trình lưu trang web cá nhân","Công nghệ lưu dấu Cookies","Giải pháp Local File ẩn",C,"Công nghệ lưu dấu Cookies","Đáp án chính xác là C. Giống như tờ giấy note lễ tân cài lên áo khách, Cookies là chuỗi ký tự trình duyệt ghi nhớ; nhờ đó web nhận ra một ""khách quen"", không bắt bạn thao tác đăng nhập lại từ đầu trăm lần."
9,Chương 3. Marketing Điện tử,3,1,"Ứng dụng phổ biến nhất của Cookies mang lại lợi ích gì cho người mua sắm?","Hệ thống mã hóa thông tin thanh toán hoàn hảo","Ghi nhớ các món hàng đã bỏ vào giỏ hôm trước","Tăng tốc độ giảm tiêu tốn dung lượng băng thông","Giấu vị trí duyệt web của khách hàng cực kỳ tốt",B,"Ghi nhớ các món hàng đã bỏ vào giỏ hôm trước","Đáp án chính xác là B. Cookie lưu hộ người mua những món hàng chưa kịp bấm Mua Ngay; bạn tắt laptop đi ngủ hằng đêm, sáng mai mở ra giỏ hàng ảo vẫn nguyên vẹn như phép thần thông của Cookies."
10,Chương 3. Marketing Điện tử,3,1,"Công cụ Web Bugs trong Email Marketing có chức năng gì?","Tạo hiệu ứng hình ảnh sống động rực rỡ","Ngân chặn tự động các email lừa đảo rác","Báo hiệu khách đã xem email hay chưa mở","Gửi lại email ưu đãi khi đường truyền lỗi",C,"Báo hiệu khách đã xem email hay chưa mở","Đáp án chính xác là C. Web bugs (hay pixel ảnh ẩn) hoạt động như những điệp viên mini; khi email mở ra kéo luôn bức ảnh đó về, máy chủ hãng rùng mình báo ping cho biết thư đã được người nhận đọc."
11,Chương 3. Marketing Điện tử,3,1,"Việc phân tích Clickstream (Dòng nhấp chuột) giúp doanh nghiệp làm gì?","Ngắt kết nối các thiết bị nghi lừa đảo đánh cắp","Bơm thêm dữ liệu vào bộ đệm cache đẩy tốc độ","Theo dõi chuỗi hành vi để đẩy mạnh gợi ý mua chéo","Truy vết IP của các bình luận thô tục chống phá",C,"Theo dõi chuỗi hành vi để đẩy mạnh gợi ý mua chéo","Đáp án chính xác là C. Lần theo vết chân chuột ảo này, hãng nén thông minh thuật toán gợi ý (Cross-sell/Up-sell) ngay mục ""Mọi người cũng mua"" khiến kích thích sự gia tăng chốt đơn thêm tấp nập."
12,Chương 3. Marketing Điện tử,3,1,"Hạn chế Sai lệch mẫu (Sampling bias) khi khảo sát trực tuyến là do đâu?","Dễ bị nhầm lẫn đối tượng do người dùng ẩn danh hoặc giả mạo","Thiếu nhân lực thống kê lượng phiếu trả về trong ngày nghỉ lễ","Giá trị ngân sách của cuộc khảo sát bị đội lên rất bất ngờ","Khảo sát chưa kịp phát hành thì khách đã không có mặt ở đó",A,"Dễ bị nhầm lẫn đối tượng do người dùng ẩn danh hoặc giả mạo","Đáp án chính xác là A. Dám chạy mẫu theo đối tượng cao cấp nhưng lại chạy trúng các anh hùng bàn phím (học sinh) rảnh rỗi tick bừa; khảo sát đổ sông đổ biển do không kiểm định độ xác tín của người điền mạng."
