ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 3. Marketing Điện tử,3,1,"Thông điệp cốt lõi được nhấn mạnh về sự trung thành của khách hàng trên Internet trong Tiết học là gì?","Khách mua online có xu hướng trung thành với một nhãn","Sự trung thành trên hệ thống mạng rất khó để đứt gãy","Đối thủ chỉ cách một cú click lòng trung thành rất mỏng","Khách chỉ nán lại nếu bạn gọi điện tư vấn thêm kỹ",C,"Đối thủ chỉ cách một cú click lòng trung thành rất mỏng","Đáp án chính xác là C. Trên không gian trực tuyến, rào cản chuyển đổi thương hiệu cực kỳ thấp; khách hàng dễ dàng rời bỏ một website để sang thẳng web đối thủ chốt đơn chỉ bằng một cú nhấp chuột ngắn ngủi."
2,Chương 3. Marketing Điện tử,3,1,"Quyết định mua hàng của khách trực tuyến KHÔNG CHỈ phụ thuộc vào bản thân sản phẩm mà còn vào:","Phương thức thanh toán truyền thống và giá bán","Đặc điểm môi trường người bán và hệ thống mạng","Khoảng cách địa lý từ kho hàng đến nơi giao tận","Thái độ tích cực khi xem hàng ở cửa hàng thật",B,"Đặc điểm môi trường người bán và hệ thống mạng","Đáp án chính xác là B. Mô hình Hành vi Người tiêu dùng trực tuyến chỉ ra sự chồng chéo của 5 nhóm yếu tố: Sản phẩm, Đặc điểm khách hàng, Môi trường xã hội, Độ uy tín Của người bán, và Sự mượt mà của Hệ thống TMĐT."
3,Chương 3. Marketing Điện tử,3,1,"Phương án nào thể hiện đúng yếu tố Môi trường trong Mô hình Hành vi Người tiêu dùng trực tuyến?","Tính năng vượt trội và hình dáng bền đẹp của thiết bị","Sự bàn tán sôi nổi trong hội nhóm về chất lượng của nó","Tốc độ truy cập nhanh của giao diện trang web mua hàng","Cơ chế bảo vệ mã khóa an toàn cho thẻ tín dụng quốc tế",B,"Sự bàn tán sôi nổi trong hội nhóm về chất lượng của nó","Đáp án chính xác là B. Yếu tố Môi trường (Environmental Factors) liên quan đến các tác động ngoại cảnh từ cộng đồng mạng, review của bạn bè hoặc những dòng trạng thái thảo luận sôi nổi trên MXH khiến người mua bị lung lay."
4,Chương 3. Marketing Điện tử,3,1,"Trong 5 nhóm yếu tố tác động đến hành vi mua hàng Kinh nghiệm trong quá khứ thuộc yếu tố:","Đặc điểm của sản phẩm","Hệ thống thanh toán mạng","Đặc điểm của người dùng","Nền tảng chăm sóc khách",C,"Đặc điểm của người dùng","Đáp án chính xác là C. Những trải nghiệm tốt (như hoàn tiền nhanh) hoặc tồi tệ (như bị lừa đảo) đã in sâu trong não bộ người dùng cấu thành nên ""kinh nghiệm"" — một trụ cột thuộc nhóm Đặc điểm người tiêu dùng."
5,Chương 3. Marketing Điện tử,3,1,"Việc khách hàng từng bị lừa khi mua hàng online bộc lộ sức mạnh của yếu tố nào trong hành vi?","Ảnh hưởng lan tỏa từ mạng xã hội lên cảm xúc","Rào cản tâm lý cực lớn do trải nghiệm tồi tệ","Cơ chế xây dựng uy tín của các shop ảo lớn","Sự thiếu sót bảo mật thông tin trên đám mây",B,"Rào cản tâm lý cực lớn do trải nghiệm tồi tệ","Đáp án chính xác là B. Trải nghiệm tiêu cực bị lừa đồ giả trong quá khứ tạo ra một vòng lặp tâm lý e dè, khiến khách hàng cảnh giác hơn, ưu tiên lựa chọn kiểm hàng kỹ và ngần ngại thanh toán trước trong tương lai."
6,Chương 3. Marketing Điện tử,3,1,"Khi khách hàng chọn mua một shop trên Shopee Mall dù giá cao hơn minh họa cho yếu tố gì?","Giá trị nội tại đặc trưng của sản phẩm","Thu nhập bình quân đầu người tiêu dùng","Đánh giá tiêu cực chung của môi trường","Độ uy tín lớn của người bán và sàn giao",D,"Độ uy tín lớn của người bán và sàn giao","Đáp án chính xác là D. Shopee Mall bảo chứng cho chất lượng và quy trình đổi trả minh bạch; khách hàng mua sự ""an tâm"" (Yếu tố Người bán) chứ không còn đơn thuần mua sản phẩm hay bị chi phối bởi giá cả nữa."
7,Chương 3. Marketing Điện tử,3,1,"Nhóm yếu tố nào doanh nghiệp có thể kiểm soát 100% trong mô hình hành vi người tiêu dùng TMĐT?","Quá khứ mua sắm đầy rủi ro của khách","Lời hứa bảo lãnh của tệp bạn bè khách","Hệ thống Thương mại điện tử của doanh nghiệp","Biến động đột ngột của nguồn cung thị trường",C,"Hệ thống Thương mại điện tử của doanh nghiệp","Đáp án chính xác là C. Doanh nghiệp không thể kiểm soát review của mạng xã hội hay tính cách người mua, nhưng họ làm chủ hoàn toàn giao diện Website, tốc độ app và hệ thống thanh toán (Yếu tố năng lực EC Systems)."
8,Chương 3. Marketing Điện tử,3,1,"Nhóm Động viên (tìm kiếm) và Duy trì (bảo mật) thuộc yếu tố hành vi nào?","Nhóm truyền thông quảng cáo","Nhóm dịch vụ khách hàng","Nhóm thiết kế sản phẩm","Nhóm hệ thống TMĐT",D,"Nhóm hệ thống TMĐT","Đáp án chính xác là D. Trong cột EC Systems, ""nhóm động viên"" (thanh toán 1 chạm, tìm kiếm thông minh) thúc đẩy khách sớm chốt đơn; ""nhóm duy trì"" (mã hóa SSL, chống sập web) bảo vệ khách cảm thấy an toàn tuyệt đối."
9,Chương 3. Marketing Điện tử,3,1,"Quá trình Ra quyết định (The Attitude-Behavior Process) diễn ra theo trình tự nào?","Đánh giá -> Thái độ -> Quyết định -> So sánh","Nhận thức -> Thái độ -> Ý định -> Mua hàng","Ý định -> Khảo sát -> Quyết định -> Thanh toán","So sánh -> Xem xét -> Mua hàng -> Phân vân",B,"Nhận thức -> Thái độ -> Ý định -> Mua hàng","Đáp án chính xác là B. Bộ não khách hàng lọc dần thông tin như chiếc phễu: đầu tiên là chú ý có nhu cầu (Nhận thức), tạo ấn tượng thiện cảm (Thái độ), suy tính trong đầu (Ý định) và cuối cùng bấm mã chốt đơn (Mua)."
10,Chương 3. Marketing Điện tử,3,1,"Bước cuối cùng nhưng giá trị nhất của phễu mua hàng trực tuyến là gì?","Khảo sát dịch vụ sau mua","Tạo lập mức độ nhận diện","Lòng trung thành bền chặt","Tham khảo thêm đánh giá",C,"Lòng trung thành bền chặt","Đáp án chính xác là C. Sau khi hành vi mua diễn ra, lòng trung thành (Loyalty) được đảm bảo bằng dịch vụ sau bán tốt sẽ giúp doanh nghiệp biến người mua thành dòng tiền lặp đi lặp lại không mất phí quảng cáo."
11,Chương 3. Marketing Điện tử,3,1,"Thế hệ Khách hàng Xã hội (The Social Customer) có đặc điểm nổi bật nhất là gì?","Giữ kín thông tin mua sắm chờ mã giảm giá riêng","Rất tin vào mọi đoạn quảng cáo chạy trên báo đài","Thích bình luận review chia sẻ mạnh trên mạng xã hội","Ít khi lên mạng dò giá mà mua theo truyền thống cũ",C,"Thích bình luận review chia sẻ mạnh trên mạng xã hội","Đáp án chính xác là C. ""Khách hàng xã hội"" không còn thu mình im lặng; họ đòi hỏi quyền lập ngôn, sẵn sàng tung hê món đồ trên Facebook hoặc bóc phốt không ngần ngại trên các phiên chợ review đông người."
12,Chương 3. Marketing Điện tử,3,1,"Khách hàng Xã hội thường tin tưởng vào nguồn thông tin nào nhất?","Nhận xét khách quan từ khách từng mua","Video quảng cáo trên đài truyền hình","Tờ rơi giới thiệu siêu thị và hội chợ","Bài báo viết theo kịch bản có trả tiền",A,"Nhận xét khách quan từ khách từng mua","Đáp án chính xác là A. Tâm lý kháng cự nội dung hãng tự pr khiến Khách hàng Xã hội nghiêng niềm tin chốt đơn 100% vào phần Rating/Comment từ ""người thật việc thật"" từng hứng chịu trải nghiệm dịch vụ."
13,Chương 3. Marketing Điện tử,3,1,"Sự xuất hiện của Khách hàng Xã hội đòi hỏi doanh nghiệp quản trị giao tiếp theo hình thức nào?","Tránh né những bình luận khiếu nại","Tắt tính năng bình luận toàn hệ thống","Tương tác hai chiều phản hồi linh hoạt","Dùng nick ảo bóp méo thông tin diễn đàn",C,"Tương tác hai chiều phản hồi linh hoạt","Đáp án chính xác là C. Kỷ nguyên của độc thoại TVC đã hết; doanh nghiệp buộc phải triển khai mô hình Social CRM, đối mặt thẳng thắn, phản hồi khôn khéo và tạo màn ""đối thoại"" win-win làm công cụ gỡ rối truyền thông."
14,Chương 3. Marketing Điện tử,3,1,"Trong hệ thống TMĐT nguyên nhân phổ biến khiến khách thoát giỏ hàng là gì?","Giá giao hàng bằng không nhưng chậm","Cảm giác chán nản do thiết kế xấu","Quá trình đăng ký thanh toán rườm rà","Số lượng ảnh áo quần quá ít ỏi",C,"Quá trình đăng ký thanh toán rườm rà","Đáp án chính xác là C. Một trong những lỗi tử huyệt của trải nghiệm UX/UI là bắt khách đang nôn nao mua sắm phải dừng lại tạo nick, xác minh mail hàng chục bước, khiến họ lập tức ""bỏ giỏ"" đi tìm web bán linh hoạt hơn."
