ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 3. Marketing Điện tử,3,1,"Bản chất của Marketing điện tử theo bài giảng không chỉ là treo banner quảng cáo mà là gì?","Tăng chi phí quảng cáo và mở rộng thị phần","Phát tờ rơi điện tử để tối ưu hóa doanh thu","Xây dựng mối quan hệ dài hạn qua dữ liệu","Gọi điện thoại chăm sóc từng khách hàng",C,"Xây dựng mối quan hệ dài hạn qua dữ liệu","Đáp án chính xác là C. Thay vì chỉ chăm chăm quảng cáo bán hàng (treo banner), cốt lõi của E-Marketing là thấu hiểu dữ liệu hành vi để duy trì và phát triển mối quan hệ thân thiết với khách hàng (e-CRM)."
2,Chương 3. Marketing Điện tử,3,1,"Marketing điện tử thay đổi cách giao tiếp như thế nào so với việc dùng loa phát thanh phường?","Phát sóng thông điệp rộng hơn và nhanh hơn","Gõ cửa mục tiêu nhờ sự thấu hiểu từ dữ liệu","Dùng TV để gửi gắm ưu đãi số lượng nhiều","Nhắn tin SMS hàng loạt để giảm chi phí bán",B,"Gõ cửa mục tiêu nhờ sự thấu hiểu từ dữ liệu","Đáp án chính xác là B. Khác với ""loa phát thanh"" vứt thông tin bừa bãi, Marketing Điện tử cho phép doanh nghiệp cá nhân hóa thông điệp, chỉ ""gõ cửa"" đúng người đang có nhu cầu thông qua dấu chân số của họ."
3,Chương 3. Marketing Điện tử,3,1,"Khái niệm ZMOT (Zero Moment of Truth) có ý nghĩa cốt lõi là gì?","Định hình khách hàng tuổi teen mua sắm trực tuyến","Giai đoạn xem xét món hàng tại các siêu thị lớn","Khoảnh khắc tìm kiếm và xem review trước khi mua","Chút khoảnh khắc dùng thử và đánh giá tại siêu thị",C,"Khoảnh khắc tìm kiếm và xem review trước khi mua","Đáp án chính xác là C. ZMOT (""Khoảnh khắc sự thật bằng không"") là thời điểm mấu chốt khi khách hàng tự chủ động tra cứu thông tin, đọc đánh giá trên mạng trước cả khi họ bước ra cửa hàng vật lý (FMOT)."
4,Chương 3. Marketing Điện tử,3,1,"Sự khác biệt lớn nhất làm nên sức mạnh của Marketing Số so với Marketing truyền thống là gì?","Tính tương tác hai chiều liên tục","Khả năng phát sóng đại trà liên tục","Chi phí thực hiện các vòng nhỏ là 0","Báo giá tự động cho rất nhiều người",A,"Tính tương tác hai chiều liên tục","Đáp án chính xác là A. Marketing truyền thống là ""độc thoại"" (doanh nghiệp nói khách hàng nghe), còn Marketing Số trao quyền ""đối thoại"" cho khách hàng (bình luận, phản hồi, chia sẻ)."
5,Chương 3. Marketing Điện tử,3,1,"Chiến lược Kéo (Pull Media) hay Inbound Marketing được hiểu là:","Chủ động ép khách hàng phải nhấp vào quảng cáo TV","Thu hút khách tự tìm đến thông tin khi có nhu cầu","Gửi tờ rơi quảng cáo thẳng đến hộp thư tại nhà","Chào mời mua sản phẩm trực tiếp qua điện thoại",B,"Thu hút khách tự tìm đến thông tin khi có nhu cầu","Đáp án chính xác là B. Inbound Marketing không làm phiền khách bằng quảng cáo đẩy (Push), mà dùng nội dung có giá trị làm ""bả"" để khách hàng tự nguyện tìm đến khi họ thực sự phát sinh nhu cầu."
6,Chương 3. Marketing Điện tử,3,1,"Trong Marketing số mặt tiền của học thuyết Kéo (Pull) thường được hiểu là gì?","Cửa hàng lộng lẫy và hoành tráng","Siêu thị lớn gọn gàng ngăn nắp","Vị trí Top Google và Mạng xã hội","Bảng hiệu to trên phố đông đúc",C,"Vị trí Top Google và Mạng xã hội","Đáp án chính xác là C. Để ""kéo"" được khách hàng thành công, thương hiệu phải luôn hiện diện (Visibility) đúng lúc họ tìm kiếm. Top tìm kiếm Google và độ phủ trên mạng xã hội chính là ""mặt tiền"" đắc địa nhất."
7,Chương 3. Marketing Điện tử,3,1,"Hành vi lên Youtube xem Review trước khi ra cửa hàng mua iPhone 15 thuộc bước nào?","Giai đoạn Kích thích do quảng cáo","ZMOT (Khoảnh khắc sự thật bằng 0)","FMOT (Ra quyết định mua tại quầy)","SMOT (Trải nghiệm sử dụng ở nhà)",B,"ZMOT (Khoảnh khắc sự thật bằng 0)","Đáp án chính xác là B. Xem review Youtube chính là bước ZMOT – hành động tra cứu, tự kiểm chứng uy tín sản phẩm trên không gian mạng trước khi tiến tới khoảnh khắc mua hàng thực tế (FMOT)."
8,Chương 3. Marketing Điện tử,3,1,"So với Marketing đại trà truyền hình Marketing số có sự dịch chuyển sang hình thức nào?","Cá nhân hóa sâu sát dựa trên dữ liệu hành vi","Đẩy mạnh các quảng cáo vào những khung giờ vàng","In thêm tờ rơi và phát trực tiếp vào ban ngày","Phát sóng đồng loạt trên các kênh truyền hình",A,"Cá nhân hóa sâu sát dựa trên dữ liệu hành vi","Đáp án chính xác là A. Nhờ công nghệ theo dõi ""dấu chân số"", thông điệp quảng cáo được tinh chỉnh riêng biệt (One-to-One) cho từng đối tượng, loại bỏ sự lãng phí của việc phát sóng đại trà (One-to-Many)."
9,Chương 3. Marketing Điện tử,3,1,"Tiếp thị cho phép (Permission Marketing) có nghĩa là gì?","Cắt ngang các video đang phát bằng quảng cáo","Gửi hàng loạt tin nhắn dạng rác liên tục mỗi ngày","Gọi điện thoại tư vấn vào giờ nghỉ theo ngẫu nhiên","Dụ dỗ khách tự nguyện nhận thông tin khuyến mãi",D,"Dụ dỗ khách tự nguyện nhận thông tin khuyến mãi","Đáp án chính xác là D. Thay vì làm phiền (Interruption), doanh nghiệp cung cấp lợi ích (như mã giảm giá) để đổi lấy cái gật đầu (Opt-in) của người dùng, từ đó danh chính ngôn thuận gửi tin nhắn."
10,Chương 3. Marketing Điện tử,3,1,"Khách hàng Xã hội (Social Customer) ngày nay có đặc điểm gì nổi bật?","Tin vào quảng cáo trên tivi hơn mọi kênh khác","Mua ngay không cần cân nhắc nếu thấy giá tốt","Chủ yếu tin eWOM và thích tạo ra nội dung UGC","Thường xuyên đến tận cửa hàng quan sát và mua",C,"Chủ yếu tin eWOM và thích tạo ra nội dung UGC","Đáp án chính xác là C. Thế hiện khách hàng mới không tin quảng cáo một chiều; họ tin vào truyền miệng điện tử (eWOM) và cực kỳ chủ động tạo ra các bài review (UGC - User Generated Content) trên mạng."
11,Chương 3. Marketing Điện tử,3,1,"Thuật ngữ UGC trong hành vi Khách hàng xã hội là viết tắt của:","Nội dung có tích hợp truyền thông số","Nội dung do chính người dùng tạo ra","Nội dung truyền tải nền tảng thương mại","Nội dung kết nối cộng đồng mua bán",B,"Nội dung do chính người dùng tạo ra","Đáp án chính xác là B. UGC (User Generated Content) ám chỉ các hình ảnh, video đập hộp, bài bóc phốt do chính khách hàng tự sáng tạo, mang tính chân thực cực cao so với nội dung hãng tự làm."
12,Chương 3. Marketing Điện tử,3,1,"Trong Marketing số Content is King mang ý nghĩa gì?","Thước phim video ngắn luôn là trung tâm chiến dịch","Nhân viên viết bài luôn được đề cao trong công ty","Nội dung đem lại giá trị hữu ích là thỏi nam châm","Bài quảng cáo có dung lượng đặc biệt và dài nhất",C,"Nội dung đem lại giá trị hữu ích là thỏi nam châm","Đáp án chính xác là C. ""Nội dung là Vua"" nhấn mạnh việc cung cấp giá trị ròng (giáo dục, giải trí) trước khi bán hàng; nó là thỏi nam châm vô hình để giữ chân khách hàng trong Inbound Marketing."
13,Chương 3. Marketing Điện tử,3,1,"Một khả năng mạnh mẽ của Marketing điện tử dùng để đánh giá hiệu quả ngay lập tức là:","Khả năng mở rộng phạm vi in ấn lên mức độ đa quốc gia","Khả năng vận chuyển các món hàng vật lý đi siêu tốc","Khả năng đo lường hiệu ứng chiến dịch qua dấu chân số","Khả năng giao hàng tận nơi không tốn khoản cước nào phí",C,"Khả năng đo lường hiệu ứng chiến dịch qua dấu chân số","Đáp án chính xác là C. Marketer có thể biết chính xác có bao nhiêu lượt hiển thị, lượng click chuột và tỷ lệ chốt đơn (Conversion Rate) nhờ khả năng ghi nhận dữ liệu đo lường tuyệt đối của môi trường mạng."
14,Chương 3. Marketing Điện tử,3,1,"Nguyên tắc Cảm nhận và Phản hồi (Sense and respond) trong Marketing số cho phép doanh nghiệp làm gì?","Tặng quà xin lỗi cho mọi khách phàn nàn sau một tháng","Quan sát hành vi và chỉnh sửa quảng cáo ngay tức thì","Chuyển hoàn tiền ngay nếu có bình luận phản ánh xấu","Gửi lại voucher giảm giá khi hàng bị hỏng lúc đi xe",B,"Quan sát hành vi và chỉnh sửa quảng cáo ngay tức thì","Đáp án chính xác là B. Vì dữ liệu được liên tục đổ về theo thời gian thực (Real-time), doanh nghiệp có thể lập tức tắt quảng cáo kém hiệu quả hoặc đổi thông điệp ngay trong ngày mà không cần đợi tổng kết."
15,Chương 3. Marketing Điện tử,3,1,"Một startup với ngân sách 20 triệu/tháng nên ưu tiên áp dụng chiến lược nào?","Chạy quảng cáo trên TV ở những khung giờ vàng","Thuê KOL nổi tiếng lên sóng cùng sản phẩm mới","Tiếp thị đẩy nhằm ép doanh số trong tuần đầu","Tạo nội dung hữu ích và áp dụng chiến lược Kéo",D,"Tạo nội dung hữu ích và áp dụng chiến lược Kéo","Đáp án chính xác là D. Với ngân sách nhỏ, việc cạnh tranh quảng cáo trực diện (Push) là không thể. Startup bắt buộc phải dùng Content Marketing giá rẻ để lôi kéo (Pull) sự chú ý từ tệp khách hàng tự nhiên."
